title,id,date,category_id,view,like,comment,hour,min,sec,watched_time,description,thumbnail,channel_title,tags,dimension,definition,caption,licensed_content,topic_ids,relevant_topic_ids
무례한 질문에 차분하게 대응하는 기존쎄 정국이라 더 좋아 #jungkook #정국 #정국라이브,AwzHEVFbVeQ,2023-07-22,22,550177,18459,0,0,0,39,2023-09-16T15:37:55.034Z,,https://i.ytimg.com/vi/AwzHEVFbVeQ/default.jpg,JK꾹이하우스 fan account,"정국 세븐, 정국, 정국 라이브",2d,hd,false,False,,
호랑이 굴에 들어온 기린,xqdBj5AdmbA,2022-03-31,17,7123208,170060,6740,0,19,31,2023-09-16T14:44:53.951Z,"드디어 그 녀석(?)이 왔습니다 ㅎ
한 없는 저의 배려로 아주 편하고 즐겁게 촬영하고 갔습니다.
저도 오랜만에 나누는 끝없는 노가리에 시간 가는 줄 몰랐습니다.

광수 새로운 드라마 ‘살인자의 쇼핑목록’ 도 많이 사랑해 주세요! 
재미를 위해서 서로 짓궂은 장난이나 토크는 .. 아시죠? ㅎ 
그냥 웃으면서 봐주세요~! 
모든 분들 즐겁고 행복한 저녁 보내시길 바랍니다!

'살인자의 쇼핑목록' tvn 4/27일 pm 10:30분 첫방

#김종국 #짐종국 #이광수",https://i.ytimg.com/vi/xqdBj5AdmbA/default.jpg,김종국 GYM JONG KOOK,"김종국, 짐종국, 런닝맨, 미우새, 헬스, 운동, 유재석, 하하, 이광수, 송지효, 스포츠, 김계란, bts",2d,hd,true,True,,
반지의제왕 : 반지원정대 설명하는 만화,7DWKxKCfTng,2023-09-15,22,215818,6258,486,0,6,8,2023-09-16T14:38:46.930Z,"반지의제왕 : 반지원정대 설명하는 만화
#배춘용 #만화 #반지의제왕",https://i.ytimg.com/vi/7DWKxKCfTng/default.jpg,배꼽도둑 배춘용,,2d,hd,false,True,,
하다 하다 재입대 시켜버리는 두찜놈들,m810WpnIq9E,2023-09-16,24,338579,5562,356,0,14,46,2023-09-16T14:34:56.689Z,"🫡두악!!찜악!!!!!!!!!!!!!!!!
1등 햄 스팸 X 1등 찜닭 '두찜'이 만나 탄생한 *스팸타클한 신메뉴!

미찜놈들이 만든 [스팸부대찜닭] 할인받고 주문해봅니다 실시!!!
https://baemin.me/ZFicyuGenK

✅ 오뱅미 이병 먹팁
1. 함께 제공되는 '청양마요소스'에 콕 찍어먹으면 새콤달콤하게 위장 리셋! 배불러도 끝도 없이 들어가요
2. 남은 양념에 밥을 넣고, 함께 제공되는 '두찜 김'과 '참기름'을 넣고 비벼 먹으면 한국인의 소울푸드 볶음밥 완성!

◆ 오킹 팬카페! 네이버 카페   : https://oking.kr/fancafe
◆ 쏠란트 홈페이지 바로가기 : https://ssolant.com
◆ 오킹에게 후원하기              : https://oking.kr/donate
◆ 오킹의 생방송 다시보기     : https://oking.kr/youtube2
◆ 영상 업로드는 매일 18시! 많은 관심 부탁 드릴게요!
◆ 구독과 좋아요 부탁드립니다.

근거없는 낭설 / 악플, 싸움조장 댓글 삭제 합니다.

BY. 연수

영상 및 광고 문의
이메일 : okingcompany93@gmail.com

#오킹 #두찜 #스팸부대찜닭",https://i.ytimg.com/vi/m810WpnIq9E/default.jpg,오킹TV,"오킹, 오킹TV, 트위치, 스트리머, 유튜버, 유튜브, 썰스트리머, 일상",2d,hd,false,True,,
?? : 뭔소리야??🤷‍♂️ #런닝맨,k4NRGnFtiq8,2023-08-21,24,306713,4586,147,0,0,39,2023-09-16T14:30:36.132Z,"🏃‍♂️ 런닝맨 668회
⏰ 매주 일요일 오후 6:20

#런닝맨​ #Runningman #유재석 #지석진 #하하 #양세찬 #송지효 #전소민 #김종국",https://i.ytimg.com/vi/k4NRGnFtiq8/default.jpg,스브스 예능맛집,"SBSENTPLAY, 종국, 김종국 송지효, 런닝맨, 런닝맨 게임, 런닝맨 다시보기, 런닝맨 최신, 런닝맨 토크, 런닝맨 하이라이트, 송지효, 양세찬, 유재석, 전소민, 지석진, 하하, 런닝, 런닝맨 레전드, 런닝맨 먹방, Running Man, Yu Jaeseok, Yoo Jaeseok, Ji Seokjin, Kim Jongguk, Song Jihyo, Jeon Somin, Yang Sechan, Ha Ha, 양세찬 전소민, 런닝맨 일요일, 런닝맨 지석진, 런닝맨 송지효, 지석진 레전드",2d,hd,false,True,,
적성 찾는 방법 #shorts,-Oa2154i1hs,2023-06-30,27,373496,11744,466,0,0,42,2023-09-16T14:30:27.812Z,"영상제보 : 댓글에 제보 적고 남겨주세요


승제쌤 인스타
▣ https://www.instagram.com/seungje.chung
승제카페
▣https://cafe.naver.com/mathkiller",https://i.ytimg.com/vi/-Oa2154i1hs/default.jpg,정승제사생팬,"인강, 정승제, 쓴소리, 만담",2d,hd,false,True,,
여자들이 축구선수 좋아하는 이유,S6nTY7oAOdY,2023-09-02,23,4059388,49544,1019,0,0,35,2023-09-16T14:30:18.718Z,"#shorts #노빠구탁재훈 #윤종신 #좋니 #탁재훈 #민서 #좋아 #이강인 #축구 
출처 https://youtu.be/HJIjHGEZzd0?si=Zq5vkGLN6sUL2Vnp",https://i.ytimg.com/vi/S6nTY7oAOdY/default.jpg,밈박스,"노빠꾸, 민서, 윤종신, 좋니, 좋아, 이강인, 축구, 노빠꾸탁재훈",2d,hd,false,False,,
육아 난이도 최상급 덱쪽이,ynSGBVtUI-k,2023-04-13,22,3142440,70047,683,0,0,59,2023-09-16T14:30:12.221Z,"#덱스 #김진영 #shorts #순천

원본 영상 : https://youtu.be/NXMtJH5I5_g",https://i.ytimg.com/vi/ynSGBVtUI-k/default.jpg,덱스101,"덱스, 덱스101, dex101, 유디티, UDT, udt/seal, 브이로그, 남자 브이로그, 브이로그 일상, 김진영, kimjinyoung, jinyoungkim, dex, 국내여행, 여행, 순천, 전라도, 전남, 본가, 고향, 귀향",2d,hd,false,True,,
맨날 먹을 거 사주는 애,4HerdoLhHrs,2023-08-03,23,895373,22539,370,0,0,1,2023-09-16T14:30:04.782Z,"#연세우유 #편의점신상 #연세요거트

맨날 먹을 거 사주는 같은 반 친구",https://i.ytimg.com/vi/4HerdoLhHrs/default.jpg,띱 Deep,"동영상, 공유, 카메라폰, 동영상폰, 무료, 올리기, 스케치코미디, 개그, 코믹숏무비, 김규남, 윤태용, 윤혁준",2d,hd,false,True,,
전여친 염탐,brxfNmLcwuU,2023-09-16,23,1170889,17462,683,0,5,46,2023-09-16T14:24:34.225Z,"#띱 #환승이별 #라보에이치 #스케치코미디 

전여친 미용실 

전남친 되지 않기 위한 영상 속 두피 필수템 라보에이치 샴푸 & 트리트먼트 공식몰에서 딱 2주✌ 띱 구독자 전용 대박 세일 중!

👇할인받고 구매 꿀팁👇
https://abit.ly/ldzsws

👉쿠폰 번호 : DEEP5000LABOH (대문자)
👉사용 방법 : 라보에이치 공식몰 로그인 - [마이쇼핑] - [쿠폰]에서 쿠폰 번호를 붙여 넣어 쿠폰 등록
* 3만원 이상 구매시 5,OOO원 할인 (~9/30 만료)

에어팟 / 윤태용 - https://www.instagram.com/actor_y16/
미용사 / 김규남 - https://www.instagram.com/knamiiiiii/
전남친 / 윤혁준 - https://www.instagram.com/yhjune/",https://i.ytimg.com/vi/brxfNmLcwuU/default.jpg,띱 Deep,"동영상, 공유, 카메라폰, 동영상폰, 무료, 올리기, 스케치코미디, 개그, 코믹숏무비, 김규남, 윤태용, 윤혁준, 미용실, 미용사",2d,hd,false,True,,
저탄수화물 3주차 몸상태,dJRLkMuyl0Y,2023-09-16,17,414977,4874,629,0,22,21,2023-09-16T14:19:38.945Z,"[마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크]
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!

[ HAIL MARY, 말왕이 만든 캐주얼 의류브랜드]
https://www.hailmary.co.kr

[하이밥, 깐깐한 말왕이  만든 간편한 식사 및 닭가슴살]
*하이밥 공식몰 : https://www.hibab.co.kr
*스토어팜 : https://smartstore.naver.com/hi-bap

[ 말왕이 입는 짐웨어 WAYDN 웨이든 ]
웨이든 공식몰 https://www.waydn.co.kr

[말왕TV 공식 이메일]
ragoona88@gmail.com",https://i.ytimg.com/vi/dJRLkMuyl0Y/default.jpg,말왕TV,,2d,hd,false,True,,
Monsgeek M3 : 텐키리스로 돌아온 가성비 끝판왕 풀알루미늄 키보드!,egV2L6LROEQ,2023-03-24,24,76306,944,333,0,19,4,2023-09-16T05:49:39.407Z,"Monsgeek M3 : 텐키리스로 돌아온 가성비 끝판왕 풀알루미늄 키보드!

💬 자막을 켜주세요

🕙 Timeline
0:00 - Intro
0:08 - 언박싱
1:08 - 분해
2:55 - 1루수가 누구야 : 테이프모드 순서
4:46 - 2번 타자 : 테이프 종류
6:40 - 3번 타자 : 하부 흡음재 유무
8:00 - 스태빌라이저
11:09 - 스위치
13:40 - 포스 브레이크 모드
15:04 - 키캡
15:44 - 무게 전 후
15:53 - 포스 브레이크 전 후
16:21 - 스위치 윤활 전 후
16:51 - 키보드 모딩 전 후
17:25 - Overall
17:48 - 타건음

⌨️ Product
Keyboard : Monsgeek M3 (modded)
                    - Acrylic tape mod
                    - Force break mod
Switches : KTT Kang White (lubed)
                    - Stem : Krytox 205 g0
                    - Spring : Krytox 105
Stabilizers : Everglide

🎶 Music
Surabaya - baegel
luv - bomull
Before Chill - Yomoti
ORANGE - SINY
Woodpeckers Bark - Guustavv

📧 Contact : 9eekey@naver.com

#monsgeek #m3 #강백축",https://i.ytimg.com/vi/egV2L6LROEQ/default.jpg,기키 GeeKey,"mechanical keyboard, keyboard, geekey, switches, custom, keycaps, typing sounds, comparison, gateron, cherry, typing, lubrication, hotswap, quickswap, soldering, 기계식키보드, 키보드, 기키, 스위치, 커스텀키보드, 커스텀, 키캡, 타건음, 비교, 게이트론, 체리, 타건, 윤활, 핫스왑, 퀵스왑, 솔더링, custom keyboard, ASMR, mods, unboxing, tuning, 튜닝, build, building, monsgeek, m3, monsgeek m1, monsgeek m3, 몬스긱 m3, akko, budget keyboard, ktt, ktt kang white, kang white switches, 강백축, ktt 강백축, qk80, qk75, qk65, qwertykeys, 쿼티키, holee mod, 홀리모드, 포스 브레이크, force break mod, yt:cc=on",2d,hd,true,True,,
"역대급 가성비로 아주 핫한 커스텀 키보드 가져왔습니다. 커스텀 키보드 입문자에게 추천하는 글로벌판 몬스긱 M3(QMK, VIA지원) 리뷰 [4K]",zUoqU-aQo-Y,2023-06-26,28,99194,1012,146,0,8,53,2023-09-16T05:49:09.703Z,"🚀쿠팡에서 아무거나 구매하시면 겜용이 채널 운영에 큰 도움이 됩니다🚀
쿠팡 링크 :  https://link.coupang.com/a/YzqqH
(파트너스 활동을 통해 링크 구매시 일정액의 수수료를 제공받습니다)

📌겜용이 채널 멤버십(990)📌
https://www.youtube.com/channel/UCtzYIHUlZbT1d4v3U-uIyEQ/join

🧭Timestamp🧭
00:00 인트로
01:48 언박싱 및 구성품
02:10 하우징
02:55 키보드분해
03:26 스테빌
03:42 스테빌 윤활 소리비교
03:59 스테빌 철심 수평 및 윤활
04:37 스위치
05:17 키캡
06:22 기판 테이핑
06:42 포스브레이킹
06:58 타건음
07:36 마무리

🎧사용된 음악🎧
📀음원사이트 
Artlist : https://artlist.io/gameyonge-985451​​...
epidemic sound : https://artlist.io/gameyonge-985451​​...

#몬스긱M3 #가성비키보드 #MONSGEEKM3

인스타그램 : https://www.instagram.com/it_game_yonge/
💼 비지니스문의 : wlsqkddl79@gmail.com
💻컴퓨터 구매는? :https://oversystem.co.kr/
🖥️장비관련 디스코드 : https://discord.gg/geo-gg
🖥️트위치 생방송 : https://www.twitch.tv/gameyonge",https://i.ytimg.com/vi/zUoqU-aQo-Y/default.jpg,게임장비리뷰 겜용이,"게임장비 추천, 게임추천 가성비, 게임용마우스, 게임용키보드, 키보드, 키보드추천, 리뷰, 키보드리뷰, 마우스리뷰, 장비리뷰, 게임장비, 게임장비리뷰, 게임용의자, 가성비 키보드, 커스텀 키보드, 커스텀 키보드 입문, 몬스긱 M3, 몬스긱 M3 빌드, MONSGEEK M3 리뷰, MONSGEEK M3, 커스텀 키보드 추천, 커스텀 키보드 만들기, 커스텀 키보드 ASMR, 커스텀 키보드 스위치 추천, 커스텀 키보드 하우징, 커스텀 키보드 하우징 추천, 커스텀 키보드 윤활, 커스텀 키보드 타건, 커스텀 키보드 스위치, 커스텀 키보드 축 추천, 커스텀 키보드 입문용, 커스텀 키보드 키캡, 몬스긱 M3 바다소금, 몬스긱 M3 아쿠아킹, 몬스긱 M3 실버, 몬스긱 M3 스테빌, 몬스긱 M3 LED, 몬스긱 M3 키캡, 몬스긱 M3 퍼플, 몬스긱 M3 조립, 몬스긱 M3 블랙, 몬스긱 M3 PRO, 몬스긱 M3 순정, 몬스긱 M3 키보드, 몬",2d,hd,true,True,,
커스텀 키보드 가격깡패 Monsgeek M3,mxFfwPgOqNo,2023-08-06,26,57372,556,107,0,13,6,2023-09-16T05:48:35.326Z,"유튜브 자막 기능을 켜주세요
Please turn on YouTube subtitles

안녕하세요 승업입니다
이번영상에서는 Monsgeek에서 제작한 텐키리스 배열의 M3키보드를 리뷰해 보았습니다
스위치는 Akko CS 피아노 스위치입니다.
걸림이 없는 리니어 스위치입니다.
키캡은 Akko에서 판매하고 있는 Marrs Green 키캡입니다.
저는 Monsgeek에서 제품을 지원받아 영상을 제작하였습니다
시청해주셔서 감사합니다!

#Monsgeek #m3 #커스텀키보드 #알루미늄키보드

[Monsgeek M3구매페이지]
https://www.monsgeek.com/product/m3/

[Monsgeek M3 확장자 json파일 다운로드 페이지]
https://www.monsgeek.com/download/

[피아노 스위치 구매페이지]
https://en.akkogear.com/product/akko-cs-piano-switch-lubed-45pcs/

[Marrs Green키캡 구매페이지]
https://en.akkogear.com/product/marrs-green-keycap-set184-key/

[스폰서]
네이버카페 키팸 : https://cafe.naver.com/keyfam

[승업키보드]
인스타그램 : https://www.instagram.com/seungupkbd/
디스코드 : https://discord.gg/maJryBrF2Y
카카오톡 오픈채팅 : https://open.kakao.com/o/glSmw41d
이메일 : seungupkbd@gmail.com",https://i.ytimg.com/vi/mxFfwPgOqNo/default.jpg,SeungupKBD,"yt:cc=on, Monsgeek, M3, 기계식키보드, 키보드, keyboard",2d,hd,true,True,,
[ENG] 단짝은 핑계고,W7MIcpkSxrI,2023-09-16,23,2685566,40675,2457,1,1,6,2023-09-16T05:01:30.344Z,"저와 석삼이 형처럼
서로를 떼려야 뗄 수 없는 동생들이 있다고 들었는데요,
두 동생들이랑 석삼이형까지 다 모여서
심도 깊은 대화를 통해 우정을 다시 한번 다져봤습니다.

사실 다~~ 핑계고🐓
달콤한 디저트 먹으며 다 같이 떠들어제끼고 싶어서 불렀습니다.

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

ㅡㅡㅡ

[채널 '뜬뜬' of 안테나플러스]
연출 | 조은진 조수빈 김다윤 이은솔 추형록 오민주
작가 | 김송화 최수정 김이진 정채휴 이동연

ㅡㅡㅡ

👇’뜬뜬’ 소식 보러가기
[https://instagram.com/ddeun._.ddeun]
#뜬뜬 #핑계고 #유재석 #지석진 #임시완 #황광희 #단짝

- 본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/W7MIcpkSxrI/default.jpg,뜬뜬 DdeunDdeun,"뜬뜬, 핑계고, 임시완, 황광희, 제국의아이들, 제아, 오징어게임2, 오겜2, 이병헌, 친구, 단짝, 같이하기좋은게임, 게임추천, 유령게임, friend, 글로벌, 드라마추천",2d,hd,true,True,,
Way Back Home 숀이 한순간에 나락간 이유,iU6TsInH9w0,2023-06-12,22,2614112,32374,1793,0,0,49,2023-09-16T01:08:07.918Z,"사제기라 오해 받은 Way Back Home, 가수 숀(Shaun)의 이야기입니다
많은 사람들이 그의 이야기를 봤으면 좋겠다 생각에
어그로 썸네일을 만들긴 했습니다. 하지만 본질인 사제기로 오해를 받았던점이
정말 오해였다는걸 보여주고 싶었습니다. 오늘 영상도 봐주셔서 감사합니다
🎵Music provided by 브금대통령
🎵Track : Autumn's here - https://youtu.be/_kCBL1QMwB8
🎵Music provided by 브금대통령
🎵Track : A Temple of Asadal - https://youtu.be/FBxFGl2NcDM
🎵Music provided by 브금대통령
🎵Track : 노을의 저편에서 - https://youtu.be/-8aP4tZa12Y​
Track : Bye
Music by 브금대통령
Music provided by 브금대통령
Watch : https://www.youtube.com/watch?v=sukhQMjlG9A
🎵Music provided by 브금대통령
🎵Track : 낙화암 - https://youtu.be/WjouTMIwfy0",https://i.ytimg.com/vi/iU6TsInH9w0/default.jpg,고지식백과,"인물사전, 인물백과, 인물다큐, 지식, 고지식백과, 숀, Way Back Home, 웨이 백 홈, 웨이백홈",2d,hd,false,True,,
이건 또 뭐냐고 진짜 ㅋㅋㅋㅋㅋ,zoMPWeCnm2U,2023-08-30,24,2839300,61171,350,0,0,47,2023-09-16T00:18:45.359Z,"🌸금휘 트위치 - https://www.twitch.tv/goldhwi
🌸금휘 인스타 - https://www.instagram.com/goldhwi_/

생방송은 오후 4시!



#대학생활 #웃긴쇼츠 #유머",https://i.ytimg.com/vi/zoMPWeCnm2U/default.jpg,금휘,"#대학생활, #웃긴쇼츠, #유머",2d,hd,false,True,,
"""스포트라이트는 확실하게""",9FA4bTsISXU,2022-10-12,24,11949205,234561,1552,0,0,6,2023-09-16T00:18:32.958Z,"-
더 많은 힙합 소식은? 👉 instagram.com/hiphopplaya
번역/편집 : HIPHOPPLAYA EDITOR @l8eryall_ed

🎥 Vine KingBach
⠀
#후드 #hood #일상 #daily #밈 #meme #힙플밈 #쇼츠 #shorts",https://i.ytimg.com/vi/9FA4bTsISXU/default.jpg,힙플밈,"meme, hiphopplaya, 힙합플레이야, 힙합플레이어, 힙플, 유머",2d,hd,false,False,,
인천 부평 특징,_mQFVmqLmDI,2023-02-07,24,959225,7429,1716,0,0,21,2023-09-16T00:16:54.653Z,"#shorts

핵꿀잼 보장 해드립니다🔥",https://i.ytimg.com/vi/_mQFVmqLmDI/default.jpg,핵꿀잼,"#레전드, #꿀잼, #예능, #쇼츠, 동네꽈왕, 꽈추형, 랄랄, 부평, 인천",2d,hd,false,False,,
마음에 드는 스위치가 너무 많을 때 하는 합리적인 소비,fZMCbm-gbh8,2023-08-29,24,43590,697,47,0,0,1,2023-09-16T00:15:26.895Z,"#저소음스위치 #테스터68 #기계식키보드
마음에 드는 스위치가 너무 많을 때 하는 합리적인 소비

💬
❗️ 영상에 나온 키보드
1. CIY Tester68
2. CIY Novice68 (업그레이드 된 버전)

❗️ 키보드에 장착된 스위치
1. TTC 저소음 월백축
2. Gazzew 보바검
3. HG 레드

❗️ 영상 맨 뒤에 나온 신상 스위치
1. RAW 저소음 리니어
2. RAW 저소음 넌클릭
3. RAW 저소음 넌클릭P (파워)

❗️ 나중에 소생시킬 스위치
1. 체리 저소음 적축
2. 게이트론 저소음 갈축
3. 게이트론 저소음 황축

❗️ 기타 스위치
1. Gazzew U4

(영상에 나온 모든 키보드, 스위치, 키캡, 툴 등은 전부 내돈내산입니다 🙂)

🎥 저소음 스위치 리뷰 영상
택타일 : https://youtu.be/s16vlOXZheA
리니어 : https://youtu.be/0YCl2eNvQ8Q",https://i.ytimg.com/vi/fZMCbm-gbh8/default.jpg,기키 GeeKey,"mechanical keyboard, keyboard, geekey, switches, keycaps, typing sounds, typing, 기계식키보드, 키보드, 기키, 스위치, 커스텀키보드, 키캡, 타건음, 타건, custom keyboard, ASMR, unboxing, 튜닝, build, building, silent switches, silent switch, silent tactile, 저소음 넌클릭, 저소음 택타일, 저소음 스위치, Gateron Silent Brown, Gazzew Boba U4, TTC Silent Bluish White, 저소음 월백축, 저소음 갈축, HG 레드, HG red, gazzew u4, 저소음 적축",2d,hd,false,True,,
곽범의 할머니 배꼽 승천썰... #shorts #곽범 #곽경영,yRTrY2WnMDg,2023-09-13,24,65046,502,5,0,0,35,2023-09-16T00:14:57.906Z,,https://i.ytimg.com/vi/yRTrY2WnMDg/default.jpg,스튜디오 와플 - STUDIO WAFFLE,"바퀴달린입, 이용진, 토론회, 토론, MSCR_OR_NS, 아가리, 아가리 파이터, 터키즈, 터키즈 제작진, 터키즈 레전드, MZ세대, 양배추, 곽범, 곽경영, 빵송국, 신기루, 조세호, 바퀴입",2d,hd,false,True,,
채원이만 알아들은 꾸라 발음,hgtGdlVLC-A,2023-01-25,24,5236699,126058,971,0,0,24,2023-09-16T00:14:31.946Z,#르세라핌 #김채원 #사쿠라 #허윤진 #카즈하 #홍은채 #shorts #le_sserafim,https://i.ytimg.com/vi/hgtGdlVLC-A/default.jpg,나예최예나,,2d,hd,false,False,,
